,ori,data_year,offense,state_abbr,cleared,actual
3,MN0020200,2014,violent-crime,MN,32,44
4,MN0020300,2014,violent-crime,MN,8,10
5,MN0020400,2014,violent-crime,MN,35,48
6,MN0020500,2014,violent-crime,MN,43,83
7,MN0020600,2014,violent-crime,MN,34,68
8,MN0020700,2014,violent-crime,MN,13,15
9,MN0020800,2014,violent-crime,MN,2,12
10,MN0021300,2014,violent-crime,MN,11,15
11,MN0021500,2014,violent-crime,MN,7,16
12,MN0030000,2014,violent-crime,MN,7,11
13,MN0030100,2014,violent-crime,MN,2,11
14,MN0030600,2014,violent-crime,MN,24,35
15,MN0040000,2014,violent-crime,MN,46,49
16,MN0040100,2014,violent-crime,MN,52,63
17,MN0040200,2014,violent-crime,MN,0,0
18,MN0050000,2014,violent-crime,MN,13,21
19,MN0050200,2014,violent-crime,MN,8,11
0,MN0010000,2015,violent-crime,MN,9,18
1,MN0010100,2015,violent-crime,MN,3,6
2,MN0010400,2015,violent-crime,MN,0,0
3,MN0020000,2015,violent-crime,MN,35,88
4,MN0020100,2015,violent-crime,MN,12,36
5,MN0020200,2015,violent-crime,MN,40,59
6,MN0020300,2015,violent-crime,MN,4,6
7,MN0020400,2015,violent-crime,MN,20,31
8,MN0020500,2015,violent-crime,MN,89,120
9,MN0020600,2015,violent-crime,MN,30,59
10,MN0020700,2015,violent-crime,MN,11,13
11,MN0020800,2015,violent-crime,MN,10,34
12,MN0021300,2015,violent-crime,MN,8,14
13,MN0021400,2015,violent-crime,MN,5,9
14,MN0021500,2015,violent-crime,MN,4,7
15,MN0030000,2015,violent-crime,MN,15,27
16,MN0030100,2015,violent-crime,MN,7,8
17,MN0030600,2015,violent-crime,MN,36,94
18,MN0040000,2015,violent-crime,MN,52,54
19,MN0040100,2015,violent-crime,MN,46,57
0,MN0010000,2016,violent-crime,MN,6,11
1,MN0010100,2016,violent-crime,MN,3,4
2,MN0010400,2016,violent-crime,MN,0,0
3,MN0020000,2016,violent-crime,MN,25,44
4,MN0020100,2016,violent-crime,MN,16,36
5,MN0020200,2016,violent-crime,MN,46,78
6,MN0020300,2016,violent-crime,MN,7,11
7,MN0020400,2016,violent-crime,MN,19,43
8,MN0020500,2016,violent-crime,MN,57,104
9,MN0020600,2016,violent-crime,MN,44,78
10,MN0020700,2016,violent-crime,MN,7,10
11,MN0020800,2016,violent-crime,MN,8,14
12,MN0021300,2016,violent-crime,MN,9,16
13,MN0021400,2016,violent-crime,MN,6,9
14,MN0021500,2016,violent-crime,MN,4,4
15,MN0030000,2016,violent-crime,MN,13,17
16,MN0030100,2016,violent-crime,MN,11,11
17,MN0030600,2016,violent-crime,MN,29,29
18,MN0040000,2016,violent-crime,MN,51,52
19,MN0040100,2016,violent-crime,MN,61,72
0,MN0010000,2017,violent-crime,MN,13,13
1,MN0010100,2017,violent-crime,MN,1,1
2,MN0010400,2017,violent-crime,MN,0,0
3,MN0020000,2017,violent-crime,MN,32,48
4,MN0020100,2017,violent-crime,MN,24,41
5,MN0020200,2017,violent-crime,MN,43,56
6,MN0020300,2017,violent-crime,MN,7,10
7,MN0020400,2017,violent-crime,MN,25,51
8,MN0020500,2017,violent-crime,MN,61,101
9,MN0020600,2017,violent-crime,MN,44,83
10,MN0020700,2017,violent-crime,MN,9,9
11,MN0020800,2017,violent-crime,MN,6,13
12,MN0021300,2017,violent-crime,MN,6,14
13,MN0021400,2017,violent-crime,MN,3,6
14,MN0021500,2017,violent-crime,MN,7,9
15,MN0030000,2017,violent-crime,MN,9,44
16,MN0030100,2017,violent-crime,MN,9,18
17,MN0030200,2017,violent-crime,MN,3,4
18,MN0030300,2017,violent-crime,MN,0,0
19,MN0030400,2017,violent-crime,MN,0,0
0,MN0010000,2018,violent-crime,MN,8,10
1,MN0010100,2018,violent-crime,MN,1,2
2,MN0010200,2018,violent-crime,MN,0,0
3,MN0010400,2018,violent-crime,MN,0,0
4,MN0020000,2018,violent-crime,MN,26,39
5,MN0020100,2018,violent-crime,MN,12,27
6,MN0020200,2018,violent-crime,MN,35,64
7,MN0020300,2018,violent-crime,MN,8,11
8,MN0020400,2018,violent-crime,MN,29,57
9,MN0020500,2018,violent-crime,MN,39,83
10,MN0020600,2018,violent-crime,MN,36,85
11,MN0020700,2018,violent-crime,MN,8,12
12,MN0020800,2018,violent-crime,MN,8,27
13,MN0021300,2018,violent-crime,MN,14,27
14,MN0021500,2018,violent-crime,MN,6,10
15,MN0030000,2018,violent-crime,MN,21,48
16,MN0030100,2018,violent-crime,MN,10,21
17,MN0030200,2018,violent-crime,MN,3,8
18,MN0030400,2018,violent-crime,MN,0,3
19,MN0030600,2018,violent-crime,MN,22,38
0,MN0010000,2019,violent-crime,MN,10,14
1,MN0010100,2019,violent-crime,MN,0,2
2,MN0010200,2019,violent-crime,MN,0,0
3,MN0010400,2019,violent-crime,MN,0,1
4,MN0020000,2019,violent-crime,MN,37,81
5,MN0020100,2019,violent-crime,MN,23,45
6,MN0020200,2019,violent-crime,MN,24,68
7,MN0020300,2019,violent-crime,MN,4,16
8,MN0020400,2019,violent-crime,MN,29,60
9,MN0020500,2019,violent-crime,MN,58,141
10,MN0020600,2019,violent-crime,MN,35,92
11,MN0020700,2019,violent-crime,MN,11,20
12,MN0020800,2019,violent-crime,MN,5,21
13,MN0021300,2019,violent-crime,MN,8,27
14,MN0021400,2019,violent-crime,MN,0,0
15,MN0021500,2019,violent-crime,MN,12,20
16,MN0030000,2019,violent-crime,MN,13,34
17,MN0030100,2019,violent-crime,MN,8,17
18,MN0030200,2019,violent-crime,MN,0,2
19,MN0030400,2019,violent-crime,MN,0,3
0,MN0010000,2010,property-crime,MN,81,366
1,MN0020000,2010,property-crime,MN,305,1472
2,MN0020100,2010,property-crime,MN,76,748
3,MN0020200,2010,property-crime,MN,705,1953
4,MN0020300,2010,property-crime,MN,26,136
5,MN0020400,2010,property-crime,MN,92,540
6,MN0020500,2010,property-crime,MN,594,2709
7,MN0020600,2010,property-crime,MN,332,1329
8,MN0020700,2010,property-crime,MN,44,193
9,MN0020800,2010,property-crime,MN,51,366
10,MN0021300,2010,property-crime,MN,118,505
11,MN0021400,2010,property-crime,MN,17,69
12,MN0021500,2010,property-crime,MN,29,134
13,MN0030000,2010,property-crime,MN,32,144
14,MN0030100,2010,property-crime,MN,231,419
15,MN0030600,2010,property-crime,MN,0,223
16,MN0040000,2010,property-crime,MN,96,467
17,MN0040100,2010,property-crime,MN,331,982
18,MN0040200,2010,property-crime,MN,7,43
19,MN0050000,2010,property-crime,MN,39,223
0,MN0010000,2011,property-crime,MN,104,409
1,MN0020000,2011,property-crime,MN,326,1675
2,MN0020100,2011,property-crime,MN,79,878
3,MN0020200,2011,property-crime,MN,665,1960
4,MN0020300,2011,property-crime,MN,32,191
5,MN0020400,2011,property-crime,MN,120,612
6,MN0020500,2011,property-crime,MN,605,2672
7,MN0020600,2011,property-crime,MN,325,1270
8,MN0020700,2011,property-crime,MN,59,216
9,MN0020800,2011,property-crime,MN,42,329
10,MN0021300,2011,property-crime,MN,127,548
11,MN0021400,2011,property-crime,MN,12,66
12,MN0021500,2011,property-crime,MN,40,136
13,MN0030000,2011,property-crime,MN,29,117
14,MN0030100,2011,property-crime,MN,171,407
15,MN0030600,2011,property-crime,MN,0,364
16,MN0040000,2011,property-crime,MN,85,430
17,MN0040100,2011,property-crime,MN,408,1090
18,MN0040200,2011,property-crime,MN,11,39
19,MN0050000,2011,property-crime,MN,43,265
0,MN0010000,2012,property-crime,MN,101,456
1,MN0020000,2012,property-crime,MN,220,1448
2,MN0020100,2012,property-crime,MN,94,747
3,MN0020200,2012,property-crime,MN,646,1922
4,MN0020300,2012,property-crime,MN,14,130
5,MN0020400,2012,property-crime,MN,77,595
6,MN0020500,2012,property-crime,MN,624,1917
7,MN0020600,2012,property-crime,MN,358,1238
8,MN0020700,2012,property-crime,MN,48,188
9,MN0020800,2012,property-crime,MN,43,344
10,MN0021300,2012,property-crime,MN,111,532
11,MN0021400,2012,property-crime,MN,22,92
12,MN0021500,2012,property-crime,MN,39,167
13,MN0030000,2012,property-crime,MN,36,123
14,MN0030100,2012,property-crime,MN,72,191
15,MN0030600,2012,property-crime,MN,0,358
16,MN0040000,2012,property-crime,MN,56,422
17,MN0040100,2012,property-crime,MN,568,1332
18,MN0040200,2012,property-crime,MN,4,23
19,MN0050000,2012,property-crime,MN,25,204
0,MN0010000,2013,property-crime,MN,123,451
1,MN0020000,2013,property-crime,MN,235,1297
2,MN0020100,2013,property-crime,MN,67,565
3,MN0020200,2013,property-crime,MN,598,1717
4,MN0020300,2013,property-crime,MN,13,105
5,MN0020400,2013,property-crime,MN,97,485
6,MN0020500,2013,property-crime,MN,784,1766
7,MN0020600,2013,property-crime,MN,391,1247
8,MN0020700,2013,property-crime,MN,45,172
9,MN0020800,2013,property-crime,MN,21,277
10,MN0021300,2013,property-crime,MN,100,379
11,MN0021500,2013,property-crime,MN,48,119
12,MN0030000,2013,property-crime,MN,103,156
13,MN0030100,2013,property-crime,MN,9,441
14,MN0030600,2013,property-crime,MN,21,230
15,MN0040000,2013,property-crime,MN,105,369
16,MN0040100,2013,property-crime,MN,504,1148
17,MN0040200,2013,property-crime,MN,5,15
18,MN0050000,2013,property-crime,MN,29,200
19,MN0050200,2013,property-crime,MN,48,215
0,MN0010000,2014,property-crime,MN,108,357
1,MN0020000,2014,property-crime,MN,326,1190
2,MN0020100,2014,property-crime,MN,67,564
3,MN0020200,2014,property-crime,MN,641,1840
4,MN0020300,2014,property-crime,MN,19,148
5,MN0020400,2014,property-crime,MN,76,508
6,MN0020500,2014,property-crime,MN,707,1541
7,MN0020600,2014,property-crime,MN,421,1289
8,MN0020700,2014,property-crime,MN,33,117
9,MN0020800,2014,property-crime,MN,49,266
10,MN0021300,2014,property-crime,MN,100,348
11,MN0021500,2014,property-crime,MN,44,130
12,MN0030000,2014,property-crime,MN,37,122
13,MN0030100,2014,property-crime,MN,85,333
14,MN0030600,2014,property-crime,MN,94,369
15,MN0040000,2014,property-crime,MN,110,340
16,MN0040100,2014,property-crime,MN,620,1174
17,MN0040200,2014,property-crime,MN,6,13
18,MN0050000,2014,property-crime,MN,14,183
19,MN0050200,2014,property-crime,MN,56,250
0,MN0010000,2015,property-crime,MN,12,199
1,MN0010100,2015,property-crime,MN,5,36
2,MN0010400,2015,property-crime,MN,1,8
3,MN0020000,2015,property-crime,MN,253,1060
4,MN0020100,2015,property-crime,MN,70,631
5,MN0020200,2015,property-crime,MN,834,1889
6,MN0020300,2015,property-crime,MN,17,120
7,MN0020400,2015,property-crime,MN,72,522
8,MN0020500,2015,property-crime,MN,825,1756
9,MN0020600,2015,property-crime,MN,409,1278
10,MN0020700,2015,property-crime,MN,70,245
11,MN0020800,2015,property-crime,MN,39,242
12,MN0021300,2015,property-crime,MN,138,364
13,MN0021400,2015,property-crime,MN,10,54
14,MN0021500,2015,property-crime,MN,46,102
15,MN0030000,2015,property-crime,MN,36,193
16,MN0030100,2015,property-crime,MN,192,267
17,MN0030600,2015,property-crime,MN,90,133
18,MN0040000,2015,property-crime,MN,87,369
19,MN0040100,2015,property-crime,MN,650,1280
0,MN0010000,2016,property-crime,MN,27,263
1,MN0010100,2016,property-crime,MN,11,74
2,MN0010400,2016,property-crime,MN,1,7
3,MN0020000,2016,property-crime,MN,183,977
4,MN0020100,2016,property-crime,MN,96,590
5,MN0020200,2016,property-crime,MN,643,1713
6,MN0020300,2016,property-crime,MN,76,128
7,MN0020400,2016,property-crime,MN,82,426
8,MN0020500,2016,property-crime,MN,723,1785
9,MN0020600,2016,property-crime,MN,224,970
10,MN0020700,2016,property-crime,MN,56,209
11,MN0020800,2016,property-crime,MN,83,290
12,MN0021300,2016,property-crime,MN,74,338
13,MN0021400,2016,property-crime,MN,30,89
14,MN0021500,2016,property-crime,MN,29,66
15,MN0030000,2016,property-crime,MN,20,118
16,MN0030100,2016,property-crime,MN,141,171
17,MN0030600,2016,property-crime,MN,37,37
18,MN0040000,2016,property-crime,MN,101,387
19,MN0040100,2016,property-crime,MN,483,1017
0,MN0010000,2017,property-crime,MN,61,268
1,MN0010100,2017,property-crime,MN,23,54
2,MN0010400,2017,property-crime,MN,1,22
3,MN0020000,2017,property-crime,MN,223,1021
4,MN0020100,2017,property-crime,MN,95,505
5,MN0020200,2017,property-crime,MN,697,1941
6,MN0020300,2017,property-crime,MN,115,150
7,MN0020400,2017,property-crime,MN,88,504
8,MN0020500,2017,property-crime,MN,641,1771
9,MN0020600,2017,property-crime,MN,228,1031
10,MN0020700,2017,property-crime,MN,88,195
11,MN0020800,2017,property-crime,MN,77,250
12,MN0021300,2017,property-crime,MN,108,418
13,MN0021400,2017,property-crime,MN,20,71
14,MN0021500,2017,property-crime,MN,54,118
15,MN0030000,2017,property-crime,MN,12,212
16,MN0030100,2017,property-crime,MN,98,326
17,MN0030200,2017,property-crime,MN,0,21
18,MN0030300,2017,property-crime,MN,1,4
19,MN0030400,2017,property-crime,MN,2,17
0,MN0010000,2018,property-crime,MN,38,166
1,MN0010100,2018,property-crime,MN,11,56
2,MN0010200,2018,property-crime,MN,0,0
3,MN0010400,2018,property-crime,MN,0,14
4,MN0020000,2018,property-crime,MN,186,791
5,MN0020100,2018,property-crime,MN,50,393
6,MN0020200,2018,property-crime,MN,528,1705
7,MN0020300,2018,property-crime,MN,114,148
8,MN0020400,2018,property-crime,MN,84,504
9,MN0020500,2018,property-crime,MN,407,1322
10,MN0020600,2018,property-crime,MN,258,1014
11,MN0020700,2018,property-crime,MN,52,181
12,MN0020800,2018,property-crime,MN,52,291
13,MN0021300,2018,property-crime,MN,84,349
14,MN0021500,2018,property-crime,MN,57,118
15,MN0030000,2018,property-crime,MN,8,210
16,MN0030100,2018,property-crime,MN,147,271
17,MN0030200,2018,property-crime,MN,1,18
18,MN0030400,2018,property-crime,MN,0,13
19,MN0030600,2018,property-crime,MN,18,244
0,MN0010000,2019,property-crime,MN,12,167
1,MN0010100,2019,property-crime,MN,8,45
2,MN0010200,2019,property-crime,MN,0,0
3,MN0010400,2019,property-crime,MN,2,18
4,MN0020000,2019,property-crime,MN,195,936
5,MN0020100,2019,property-crime,MN,43,323
6,MN0020200,2019,property-crime,MN,388,1586
7,MN0020300,2019,property-crime,MN,46,111
8,MN0020400,2019,property-crime,MN,82,486
9,MN0020500,2019,property-crime,MN,349,1410
10,MN0020600,2019,property-crime,MN,272,1036
11,MN0020700,2019,property-crime,MN,24,130
12,MN0020800,2019,property-crime,MN,16,195
13,MN0021300,2019,property-crime,MN,46,286
14,MN0021400,2019,property-crime,MN,0,0
15,MN0021500,2019,property-crime,MN,41,95
16,MN0030000,2019,property-crime,MN,13,134
17,MN0030100,2019,property-crime,MN,128,269
18,MN0030200,2019,property-crime,MN,0,14
19,MN0030400,2019,property-crime,MN,1,8
0,MS0010000,2010,violent-crime,MS,9,59
1,MS0010100,2010,violent-crime,MS,0,57
2,MS0030100,2010,violent-crime,MS,0,1
3,MS0040100,2010,violent-crime,MS,0,24
4,MS0060000,2010,violent-crime,MS,9,18
5,MS0060100,2010,violent-crime,MS,14,43
6,MS0060400,2010,violent-crime,MS,2,2
7,MS0060500,2010,violent-crime,MS,0,11
8,MS0080000,2010,violent-crime,MS,0,7
9,MS0080100,2010,violent-crime,MS,0,4
10,MS0090000,2010,violent-crime,MS,0,31
11,MS0100000,2010,violent-crime,MS,12,17
12,MS0100100,2010,violent-crime,MS,0,0
13,MS0110000,2010,violent-crime,MS,73,79
14,MS0110100,2010,violent-crime,MS,2,6
15,MS0130100,2010,violent-crime,MS,23,54
16,MS0140100,2010,violent-crime,MS,37,104
17,MS0140300,2010,violent-crime,MS,0,0
18,MS0150100,2010,violent-crime,MS,1,11
19,MS0160100,2010,violent-crime,MS,3,9
0,MS0010000,2011,violent-crime,MS,11,67
1,MS0010100,2011,violent-crime,MS,49,65
2,MS0030100,2011,violent-crime,MS,0,3
3,MS0040100,2011,violent-crime,MS,6,16
4,MS0060000,2011,violent-crime,MS,0,3
5,MS0060100,2011,violent-crime,MS,20,53
6,MS0060500,2011,violent-crime,MS,0,0
7,MS0080100,2011,violent-crime,MS,0,0
8,MS0090000,2011,violent-crime,MS,2,16
9,MS0100000,2011,violent-crime,MS,10,11
10,MS0100100,2011,violent-crime,MS,0,0
11,MS0110000,2011,violent-crime,MS,33,33
12,MS0110100,2011,violent-crime,MS,0,0
13,MS0130000,2011,violent-crime,MS,5,5
14,MS0130100,2011,violent-crime,MS,15,45
15,MS0140100,2011,violent-crime,MS,45,150
16,MS0140300,2011,violent-crime,MS,0,4
17,MS0150100,2011,violent-crime,MS,1,7
18,MS0160000,2011,violent-crime,MS,0,17
19,MS0160100,2011,violent-crime,MS,7,19
0,MS0010000,2012,violent-crime,MS,14,21
1,MS0010100,2012,violent-crime,MS,35,58
2,MS0030100,2012,violent-crime,MS,0,6
3,MS0040100,2012,violent-crime,MS,9,18
4,MS0060000,2012,violent-crime,MS,0,1
5,MS0060100,2012,violent-crime,MS,7,51
6,MS0090000,2012,violent-crime,MS,0,17
7,MS0100000,2012,violent-crime,MS,12,12
8,MS0100100,2012,violent-crime,MS,0,0
9,MS0110000,2012,violent-crime,MS,23,24
10,MS0110100,2012,violent-crime,MS,1,3
11,MS0130000,2012,violent-crime,MS,3,4
12,MS0130100,2012,violent-crime,MS,18,63
13,MS0140100,2012,violent-crime,MS,1,10
14,MS0140300,2012,violent-crime,MS,0,0
15,MS0150100,2012,violent-crime,MS,5,16
16,MS0160100,2012,violent-crime,MS,0,0
17,MS0170000,2012,violent-crime,MS,2,6
18,MS0170100,2012,violent-crime,MS,66,146
19,MS0170200,2012,violent-crime,MS,29,70
0,MS0010000,2013,violent-crime,MS,10,27
1,MS0010100,2013,violent-crime,MS,15,48
2,MS0040100,2013,violent-crime,MS,4,6
3,MS0060000,2013,violent-crime,MS,0,0
4,MS0060100,2013,violent-crime,MS,13,62
5,MS0100000,2013,violent-crime,MS,0,1
6,MS0100100,2013,violent-crime,MS,2,2
7,MS0110000,2013,violent-crime,MS,30,31
8,MS0110100,2013,violent-crime,MS,0,1
9,MS0130000,2013,violent-crime,MS,1,1
10,MS0130100,2013,violent-crime,MS,9,54
11,MS0140300,2013,violent-crime,MS,1,1
12,MS0150100,2013,violent-crime,MS,1,4
13,MS0170000,2013,violent-crime,MS,0,11
14,MS0170100,2013,violent-crime,MS,117,168
15,MS0170200,2013,violent-crime,MS,41,66
16,MS0170400,2013,violent-crime,MS,24,35
17,MS0180100,2013,violent-crime,MS,47,157
18,MS0180200,2013,violent-crime,MS,0,0
19,MS0190000,2013,violent-crime,MS,9,9
0,MS0010000,2014,violent-crime,MS,15,28
1,MS0010100,2014,violent-crime,MS,5,64
2,MS0060100,2014,violent-crime,MS,2,6
3,MS0100000,2014,violent-crime,MS,2,2
4,MS0100100,2014,violent-crime,MS,0,2
5,MS0110000,2014,violent-crime,MS,22,21
6,MS0130000,2014,violent-crime,MS,3,5
7,MS0130100,2014,violent-crime,MS,16,60
8,MS0140300,2014,violent-crime,MS,0,2
9,MS0150100,2014,violent-crime,MS,5,16
10,MS0170100,2014,violent-crime,MS,114,140
11,MS0170200,2014,violent-crime,MS,39,90
12,MS0170400,2014,violent-crime,MS,27,30
13,MS0180100,2014,violent-crime,MS,54,95
14,MS0180200,2014,violent-crime,MS,1,2
15,MS0200000,2014,violent-crime,MS,4,12
16,MS0210000,2014,violent-crime,MS,15,15
17,MS0210100,2014,violent-crime,MS,0,0
18,MS0220000,2014,violent-crime,MS,0,15
19,MS0230000,2014,violent-crime,MS,16,18
0,MS0010100,2015,violent-crime,MS,12,48
1,MS0100000,2015,violent-crime,MS,3,9
2,MS0100100,2015,violent-crime,MS,0,1
3,MS0110000,2015,violent-crime,MS,24,28
4,MS0130000,2015,violent-crime,MS,9,19
5,MS0130100,2015,violent-crime,MS,11,46
6,MS0140300,2015,violent-crime,MS,0,2
7,MS0150100,2015,violent-crime,MS,0,0
8,MS0160100,2015,violent-crime,MS,0,2
9,MS0170000,2015,violent-crime,MS,12,31
10,MS0170100,2015,violent-crime,MS,99,120
11,MS0170200,2015,violent-crime,MS,38,66
12,MS0170300,2015,violent-crime,MS,8,17
13,MS0170400,2015,violent-crime,MS,20,27
14,MS0180000,2015,violent-crime,MS,8,47
15,MS0180100,2015,violent-crime,MS,65,105
16,MS0180200,2015,violent-crime,MS,1,3
17,MS0200000,2015,violent-crime,MS,2,2
18,MS0210000,2015,violent-crime,MS,6,6
19,MS0210100,2015,violent-crime,MS,0,0
0,MS0010100,2016,violent-crime,MS,5,64
1,MS0100000,2016,violent-crime,MS,1,3
2,MS0100100,2016,violent-crime,MS,0,3
3,MS0110000,2016,violent-crime,MS,18,22
4,MS0130000,2016,violent-crime,MS,7,13
5,MS0130100,2016,violent-crime,MS,7,28
6,MS0140300,2016,violent-crime,MS,0,1
7,MS0170000,2016,violent-crime,MS,7,36
8,MS0170100,2016,violent-crime,MS,24,59
9,MS0170200,2016,violent-crime,MS,35,67
10,MS0170300,2016,violent-crime,MS,0,24
11,MS0170400,2016,violent-crime,MS,18,20
12,MS0180000,2016,violent-crime,MS,4,17
13,MS0180100,2016,violent-crime,MS,65,147
14,MS0180200,2016,violent-crime,MS,1,2
15,MS0210000,2016,violent-crime,MS,2,2
16,MS0210100,2016,violent-crime,MS,0,0
17,MS0220000,2016,violent-crime,MS,4,9
18,MS0230000,2016,violent-crime,MS,33,42
19,MS0230300,2016,violent-crime,MS,15,17
0,MS0100000,2017,violent-crime,MS,3,8
1,MS0100100,2017,violent-crime,MS,1,4
2,MS0110000,2017,violent-crime,MS,19,21
3,MS0130000,2017,violent-crime,MS,8,11
4,MS0130100,2017,violent-crime,MS,12,49
5,MS0140300,2017,violent-crime,MS,0,1
6,MS0170000,2017,violent-crime,MS,4,28
7,MS0170100,2017,violent-crime,MS,37,75
8,MS0170200,2017,violent-crime,MS,20,48
9,MS0170300,2017,violent-crime,MS,1,10
10,MS0170400,2017,violent-crime,MS,19,32
11,MS0180100,2017,violent-crime,MS,65,130
12,MS0180200,2017,violent-crime,MS,1,3
13,MS0210100,2017,violent-crime,MS,1,1
14,MS0220000,2017,violent-crime,MS,1,26
15,MS0230000,2017,violent-crime,MS,24,32
16,MS0230200,2017,violent-crime,MS,3,6
17,MS0230300,2017,violent-crime,MS,0,1
18,MS0240000,2017,violent-crime,MS,16,47
19,MS0240100,2017,violent-crime,MS,51,219
0,MS0010100,2018,violent-crime,MS,5,8
1,MS0100000,2018,violent-crime,MS,3,7
2,MS0100100,2018,violent-crime,MS,0,2
3,MS0110000,2018,violent-crime,MS,19,19
4,MS0130100,2018,violent-crime,MS,8,33
5,MS0140300,2018,violent-crime,MS,0,1
6,MS0170000,2018,violent-crime,MS,11,42
7,MS0170100,2018,violent-crime,MS,24,68
8,MS0170300,2018,violent-crime,MS,1,3
9,MS0170400,2018,violent-crime,MS,8,29
10,MS0180100,2018,violent-crime,MS,29,114
11,MS0180200,2018,violent-crime,MS,0,0
12,MS0210000,2018,violent-crime,MS,7,7
13,MS0210100,2018,violent-crime,MS,1,1
14,MS0220000,2018,violent-crime,MS,0,19
15,MS0230000,2018,violent-crime,MS,20,32
16,MS0230300,2018,violent-crime,MS,0,3
17,MS0240000,2018,violent-crime,MS,10,52
18,MS0240100,2018,violent-crime,MS,40,195
19,MS0240200,2018,violent-crime,MS,141,406
0,MS0040100,2019,violent-crime,MS,3,26
1,MS0060100,2019,violent-crime,MS,11,51
2,MS0100000,2019,violent-crime,MS,0,6
3,MS0100100,2019,violent-crime,MS,0,2
4,MS0110000,2019,violent-crime,MS,8,21
5,MS0130100,2019,violent-crime,MS,4,39
6,MS0140300,2019,violent-crime,MS,0,0
7,MS0170000,2019,violent-crime,MS,10,41
8,MS0170100,2019,violent-crime,MS,46,96
9,MS0170200,2019,violent-crime,MS,42,107
10,MS0170300,2019,violent-crime,MS,7,19
11,MS0170400,2019,violent-crime,MS,5,31
12,MS0180100,2019,violent-crime,MS,21,121
13,MS0180200,2019,violent-crime,MS,1,3
14,MS0200000,2019,violent-crime,MS,4,25
15,MS0210000,2019,violent-crime,MS,2,2
16,MS0210100,2019,violent-crime,MS,0,0
17,MS0230000,2019,violent-crime,MS,17,28
18,MS0230200,2019,violent-crime,MS,3,13
19,MS0230300,2019,violent-crime,MS,0,2
0,MS0010000,2010,property-crime,MS,19,692
1,MS0010100,2010,property-crime,MS,0,882
2,MS0030100,2010,property-crime,MS,0,7
3,MS0040100,2010,property-crime,MS,0,203
4,MS0060000,2010,property-crime,MS,10,97
5,MS0060100,2010,property-crime,MS,133,836
6,MS0060400,2010,property-crime,MS,8,22
7,MS0060500,2010,property-crime,MS,0,33
8,MS0080000,2010,property-crime,MS,0,76
9,MS0080100,2010,property-crime,MS,0,1
10,MS0090000,2010,property-crime,MS,0,58
11,MS0100000,2010,property-crime,MS,40,79
12,MS0100100,2010,property-crime,MS,1,2
13,MS0110000,2010,property-crime,MS,39,59
14,MS0110100,2010,property-crime,MS,0,16
15,MS0130100,2010,property-crime,MS,42,318
16,MS0140100,2010,property-crime,MS,95,1152
17,MS0140300,2010,property-crime,MS,0,11
18,MS0150100,2010,property-crime,MS,14,180
19,MS0160100,2010,property-crime,MS,28,219
0,MS0010000,2011,property-crime,MS,89,621
1,MS0010100,2011,property-crime,MS,286,972
2,MS0030100,2011,property-crime,MS,0,6
3,MS0040100,2011,property-crime,MS,31,176
4,MS0060000,2011,property-crime,MS,1,5
5,MS0060100,2011,property-crime,MS,150,941
6,MS0060500,2011,property-crime,MS,0,3
7,MS0080100,2011,property-crime,MS,0,2
8,MS0090000,2011,property-crime,MS,5,41
9,MS0100000,2011,property-crime,MS,53,90
10,MS0100100,2011,property-crime,MS,2,4
11,MS0110000,2011,property-crime,MS,43,84
12,MS0110100,2011,property-crime,MS,1,16
13,MS0130000,2011,property-crime,MS,2,2
14,MS0130100,2011,property-crime,MS,41,365
15,MS0140100,2011,property-crime,MS,119,1189
16,MS0140300,2011,property-crime,MS,0,10
17,MS0150100,2011,property-crime,MS,18,138
18,MS0160000,2011,property-crime,MS,0,368
19,MS0160100,2011,property-crime,MS,21,170
0,MS0010000,2012,property-crime,MS,25,372
1,MS0010100,2012,property-crime,MS,263,845
2,MS0030100,2012,property-crime,MS,0,3
3,MS0040100,2012,property-crime,MS,16,137
4,MS0060000,2012,property-crime,MS,0,13
5,MS0060100,2012,property-crime,MS,150,848
6,MS0090000,2012,property-crime,MS,0,50
7,MS0100000,2012,property-crime,MS,15,57
8,MS0100100,2012,property-crime,MS,4,9
9,MS0110000,2012,property-crime,MS,58,227
10,MS0110100,2012,property-crime,MS,4,18
11,MS0130000,2012,property-crime,MS,22,30
12,MS0130100,2012,property-crime,MS,77,375
13,MS0140100,2012,property-crime,MS,10,384
14,MS0140300,2012,property-crime,MS,0,6
15,MS0150100,2012,property-crime,MS,13,122
16,MS0160100,2012,property-crime,MS,1,30
17,MS0170000,2012,property-crime,MS,49,292
18,MS0170100,2012,property-crime,MS,509,1325
19,MS0170200,2012,property-crime,MS,181,999
0,MS0010000,2013,property-crime,MS,12,365
1,MS0010100,2013,property-crime,MS,140,1063
2,MS0040100,2013,property-crime,MS,8,46
3,MS0060000,2013,property-crime,MS,2,4
4,MS0060100,2013,property-crime,MS,171,749
5,MS0100000,2013,property-crime,MS,10,64
6,MS0100100,2013,property-crime,MS,2,8
7,MS0110000,2013,property-crime,MS,45,181
8,MS0110100,2013,property-crime,MS,0,4
9,MS0130000,2013,property-crime,MS,3,9
10,MS0130100,2013,property-crime,MS,58,392
11,MS0140300,2013,property-crime,MS,0,4
12,MS0150100,2013,property-crime,MS,2,36
13,MS0170000,2013,property-crime,MS,103,226
