,ori,data_year,offense,state_abbr,cleared,actual
0,AK0010100,2019,violent-crime,AK,1742,3581
1,AK0010200,2019,violent-crime,AK,116,247
2,AK0010300,2019,violent-crime,AK,222,289
3,AK0010400,2019,violent-crime,AK,27,40
4,AK0010500,2019,violent-crime,AK,36,49
5,AK0010600,2019,violent-crime,AK,47,107
6,AK0010700,2019,violent-crime,AK,6,10
7,AK0010800,2019,violent-crime,AK,4,9
8,AK0010900,2019,violent-crime,AK,11,16
9,AK0011000,2019,violent-crime,AK,0,1
10,AK0011100,2019,violent-crime,AK,3,2
11,AK0011200,2019,violent-crime,AK,5,5
12,AK0011300,2019,violent-crime,AK,70,130
13,AK0011400,2019,violent-crime,AK,0,0
14,AK0011600,2019,violent-crime,AK,41,77
15,AK0011700,2019,violent-crime,AK,19,21
16,AK0011800,2019,violent-crime,AK,68,123
17,AK0012000,2019,violent-crime,AK,10,13
18,AK0012100,2019,violent-crime,AK,7,9
19,AK0012200,2019,violent-crime,AK,3,12
0,AK0010100,2010,property-crime,AK,2132,10214
1,AK0010200,2010,property-crime,AK,135,1367
2,AK0010300,2010,property-crime,AK,382,1523
3,AK0010400,2010,property-crime,AK,132,405
4,AK0010500,2010,property-crime,AK,16,209
5,AK0010600,2010,property-crime,AK,20,79
6,AK0010700,2010,property-crime,AK,0,74
7,AK0010800,2010,property-crime,AK,13,102
8,AK0010900,2010,property-crime,AK,46,222
9,AK0011000,2010,property-crime,AK,0,27
10,AK0011100,2010,property-crime,AK,3,43
11,AK0011200,2010,property-crime,AK,19,119
12,AK0011300,2010,property-crime,AK,21,149
13,AK0011400,2010,property-crime,AK,12,6
14,AK0011600,2010,property-crime,AK,35,103
15,AK0011700,2010,property-crime,AK,72,207
16,AK0011800,2010,property-crime,AK,19,109
17,AK0012000,2010,property-crime,AK,128,249
18,AK0012100,2010,property-crime,AK,6,21
19,AK0012200,2010,property-crime,AK,40,265
0,AK0010100,2011,property-crime,AK,1974,9455
1,AK0010200,2011,property-crime,AK,251,1232
2,AK0010300,2011,property-crime,AK,345,1225
3,AK0010400,2011,property-crime,AK,132,440
4,AK0010500,2011,property-crime,AK,17,250
5,AK0010600,2011,property-crime,AK,21,48
6,AK0010700,2011,property-crime,AK,11,131
7,AK0010800,2011,property-crime,AK,15,92
8,AK0010900,2011,property-crime,AK,56,199
9,AK0011000,2011,property-crime,AK,1,20
10,AK0011100,2011,property-crime,AK,9,31
11,AK0011200,2011,property-crime,AK,7,82
12,AK0011300,2011,property-crime,AK,29,105
13,AK0011400,2011,property-crime,AK,16,37
14,AK0011600,2011,property-crime,AK,34,165
15,AK0011700,2011,property-crime,AK,55,197
16,AK0011800,2011,property-crime,AK,26,116
17,AK0012000,2011,property-crime,AK,98,196
18,AK0012100,2011,property-crime,AK,5,27
19,AK0012200,2011,property-crime,AK,31,190
0,AK0010100,2012,property-crime,AK,2183,10543
1,AK0010200,2012,property-crime,AK,401,1379
2,AK0010300,2012,property-crime,AK,443,1099
3,AK0010400,2012,property-crime,AK,76,323
4,AK0010500,2012,property-crime,AK,35,254
5,AK0010600,2012,property-crime,AK,17,44
6,AK0010700,2012,property-crime,AK,12,106
7,AK0010800,2012,property-crime,AK,8,76
8,AK0010900,2012,property-crime,AK,33,143
9,AK0011000,2012,property-crime,AK,1,19
10,AK0011100,2012,property-crime,AK,4,37
11,AK0011200,2012,property-crime,AK,19,111
12,AK0011300,2012,property-crime,AK,29,135
13,AK0011400,2012,property-crime,AK,6,45
14,AK0011600,2012,property-crime,AK,73,210
15,AK0011700,2012,property-crime,AK,70,126
16,AK0011800,2012,property-crime,AK,25,106
17,AK0012000,2012,property-crime,AK,78,175
18,AK0012100,2012,property-crime,AK,2,28
19,AK0012200,2012,property-crime,AK,27,189
0,AK0010100,2013,property-crime,AK,2542,12032
1,AK0010200,2013,property-crime,AK,386,1269
2,AK0010300,2013,property-crime,AK,288,1063
3,AK0010400,2013,property-crime,AK,80,278
4,AK0010500,2013,property-crime,AK,53,290
5,AK0010600,2013,property-crime,AK,21,56
6,AK0010700,2013,property-crime,AK,20,88
7,AK0010800,2013,property-crime,AK,15,115
8,AK0010900,2013,property-crime,AK,38,207
9,AK0011000,2013,property-crime,AK,2,10
10,AK0011100,2013,property-crime,AK,6,23
11,AK0011200,2013,property-crime,AK,14,97
12,AK0011300,2013,property-crime,AK,53,149
13,AK0011400,2013,property-crime,AK,1,35
14,AK0011600,2013,property-crime,AK,68,168
15,AK0011700,2013,property-crime,AK,34,163
16,AK0011800,2013,property-crime,AK,21,121
17,AK0012000,2013,property-crime,AK,65,154
18,AK0012100,2013,property-crime,AK,6,62
19,AK0012200,2013,property-crime,AK,35,238
0,AK0010100,2014,property-crime,AK,1989,11531
1,AK0010200,2014,property-crime,AK,392,1247
2,AK0010300,2014,property-crime,AK,203,872
3,AK0010400,2014,property-crime,AK,80,290
4,AK0010500,2014,property-crime,AK,35,270
5,AK0010600,2014,property-crime,AK,21,57
6,AK0010700,2014,property-crime,AK,16,74
7,AK0010800,2014,property-crime,AK,6,28
8,AK0010900,2014,property-crime,AK,29,239
9,AK0011000,2014,property-crime,AK,1,18
10,AK0011100,2014,property-crime,AK,4,24
11,AK0011200,2014,property-crime,AK,13,94
12,AK0011300,2014,property-crime,AK,35,151
13,AK0011400,2014,property-crime,AK,5,29
14,AK0011600,2014,property-crime,AK,86,143
15,AK0011700,2014,property-crime,AK,41,166
16,AK0011800,2014,property-crime,AK,14,111
17,AK0012000,2014,property-crime,AK,76,185
18,AK0012100,2014,property-crime,AK,5,43
19,AK0012200,2014,property-crime,AK,61,241
0,AK0010100,2015,property-crime,AK,1985,11801
1,AK0010200,2015,property-crime,AK,321,1192
2,AK0010300,2015,property-crime,AK,302,1222
3,AK0010400,2015,property-crime,AK,113,285
4,AK0010500,2015,property-crime,AK,31,217
5,AK0010600,2015,property-crime,AK,13,45
6,AK0010700,2015,property-crime,AK,22,83
7,AK0010800,2015,property-crime,AK,5,47
8,AK0010900,2015,property-crime,AK,39,147
9,AK0011000,2015,property-crime,AK,0,20
10,AK0011100,2015,property-crime,AK,2,32
11,AK0011200,2015,property-crime,AK,12,82
12,AK0011300,2015,property-crime,AK,39,172
13,AK0011400,2015,property-crime,AK,2,16
14,AK0011600,2015,property-crime,AK,179,203
15,AK0011700,2015,property-crime,AK,35,121
16,AK0011800,2015,property-crime,AK,11,102
17,AK0012000,2015,property-crime,AK,56,176
18,AK0012100,2015,property-crime,AK,3,24
19,AK0012200,2015,property-crime,AK,28,193
0,AK0010100,2016,property-crime,AK,2028,14649
1,AK0010200,2016,property-crime,AK,365,1350
2,AK0010300,2016,property-crime,AK,346,1595
3,AK0010400,2016,property-crime,AK,74,262
4,AK0010500,2016,property-crime,AK,22,266
5,AK0010600,2016,property-crime,AK,16,38
6,AK0010700,2016,property-crime,AK,13,69
7,AK0010800,2016,property-crime,AK,7,68
8,AK0010900,2016,property-crime,AK,33,149
9,AK0011000,2016,property-crime,AK,0,10
10,AK0011100,2016,property-crime,AK,6,21
11,AK0011200,2016,property-crime,AK,21,63
12,AK0011300,2016,property-crime,AK,47,217
13,AK0011400,2016,property-crime,AK,2,26
14,AK0011600,2016,property-crime,AK,147,206
15,AK0011700,2016,property-crime,AK,42,168
16,AK0011800,2016,property-crime,AK,14,106
17,AK0012000,2016,property-crime,AK,78,235
18,AK0012100,2016,property-crime,AK,6,24
19,AK0012200,2016,property-crime,AK,35,167
0,AK0010100,2017,property-crime,AK,2105,16041
1,AK0010200,2017,property-crime,AK,370,1493
2,AK0010300,2017,property-crime,AK,449,1683
3,AK0010400,2017,property-crime,AK,54,341
4,AK0010500,2017,property-crime,AK,24,211
5,AK0010600,2017,property-crime,AK,17,27
6,AK0010700,2017,property-crime,AK,17,106
7,AK0010800,2017,property-crime,AK,17,61
8,AK0010900,2017,property-crime,AK,33,163
9,AK0011000,2017,property-crime,AK,1,16
10,AK0011100,2017,property-crime,AK,13,28
11,AK0011200,2017,property-crime,AK,21,51
12,AK0011300,2017,property-crime,AK,4,75
13,AK0011400,2017,property-crime,AK,4,29
14,AK0011600,2017,property-crime,AK,149,178
15,AK0011700,2017,property-crime,AK,76,244
16,AK0011800,2017,property-crime,AK,0,88
17,AK0012000,2017,property-crime,AK,95,233
18,AK0012100,2017,property-crime,AK,2,18
19,AK0012200,2017,property-crime,AK,59,211
0,AK0010100,2018,property-crime,AK,2077,14389
1,AK0010200,2018,property-crime,AK,334,1354
2,AK0010300,2018,property-crime,AK,345,1550
3,AK0010400,2018,property-crime,AK,130,410
4,AK0010500,2018,property-crime,AK,21,259
5,AK0010600,2018,property-crime,AK,19,37
6,AK0010700,2018,property-crime,AK,5,77
7,AK0010800,2018,property-crime,AK,12,74
8,AK0010900,2018,property-crime,AK,74,227
9,AK0011000,2018,property-crime,AK,0,9
10,AK0011100,2018,property-crime,AK,10,23
11,AK0011200,2018,property-crime,AK,17,68
12,AK0011300,2018,property-crime,AK,7,57
13,AK0011400,2018,property-crime,AK,2,12
14,AK0011600,2018,property-crime,AK,51,140
15,AK0011700,2018,property-crime,AK,66,244
16,AK0011800,2018,property-crime,AK,7,89
17,AK0012000,2018,property-crime,AK,76,167
18,AK0012100,2018,property-crime,AK,0,16
19,AK0012200,2018,property-crime,AK,22,216
0,AK0010100,2019,property-crime,AK,1680,12261
1,AK0010200,2019,property-crime,AK,287,1353
2,AK0010300,2019,property-crime,AK,377,1292
3,AK0010400,2019,property-crime,AK,105,421
4,AK0010500,2019,property-crime,AK,12,190
5,AK0010600,2019,property-crime,AK,31,53
6,AK0010700,2019,property-crime,AK,7,88
7,AK0010800,2019,property-crime,AK,26,105
8,AK0010900,2019,property-crime,AK,42,168
9,AK0011000,2019,property-crime,AK,0,9
10,AK0011100,2019,property-crime,AK,8,11
11,AK0011200,2019,property-crime,AK,7,40
12,AK0011300,2019,property-crime,AK,22,132
13,AK0011400,2019,property-crime,AK,0,7
14,AK0011600,2019,property-crime,AK,41,83
15,AK0011700,2019,property-crime,AK,79,204
16,AK0011800,2019,property-crime,AK,4,72
17,AK0012000,2019,property-crime,AK,85,142
18,AK0012100,2019,property-crime,AK,3,13
19,AK0012200,2019,property-crime,AK,20,146
0,AZ0010000,2010,violent-crime,AZ,12,24
1,AZ0010100,2010,violent-crime,AZ,8,11
2,AZ0010300,2010,violent-crime,AZ,1,2
3,AZ0010500,2010,violent-crime,AZ,5,11
4,AZ0018900,2010,violent-crime,AZ,0,830
5,AZ0020000,2010,violent-crime,AZ,168,404
6,AZ0020300,2010,violent-crime,AZ,20,95
7,AZ0020500,2010,violent-crime,AZ,33,102
8,AZ0020700,2010,violent-crime,AZ,4,6
9,AZ0020900,2010,violent-crime,AZ,71,121
10,AZ0021100,2010,violent-crime,AZ,3,12
11,AZ0021300,2010,violent-crime,AZ,8,9
12,AZ0030000,2010,violent-crime,AZ,49,83
13,AZ0030100,2010,violent-crime,AZ,163,267
14,AZ0030300,2010,violent-crime,AZ,2,2
15,AZ0030700,2010,violent-crime,AZ,8,11
16,AZ0030800,2010,violent-crime,AZ,82,118
17,AZ0039700,2010,violent-crime,AZ,10,21
18,AZ0040000,2010,violent-crime,AZ,22,45
19,AZ0040100,2010,violent-crime,AZ,27,38
0,AZ0010000,2011,violent-crime,AZ,37,45
1,AZ0010100,2011,violent-crime,AZ,5,7
2,AZ0010500,2011,violent-crime,AZ,9,10
3,AZ0018900,2011,violent-crime,AZ,0,997
4,AZ0020000,2011,violent-crime,AZ,147,367
5,AZ0020300,2011,violent-crime,AZ,2,91
6,AZ0020500,2011,violent-crime,AZ,32,191
7,AZ0020700,2011,violent-crime,AZ,2,4
8,AZ0020900,2011,violent-crime,AZ,86,145
9,AZ0021100,2011,violent-crime,AZ,0,17
10,AZ0021300,2011,violent-crime,AZ,3,6
11,AZ0030000,2011,violent-crime,AZ,87,141
12,AZ0030100,2011,violent-crime,AZ,144,263
13,AZ0030300,2011,violent-crime,AZ,1,2
14,AZ0030700,2011,violent-crime,AZ,19,25
15,AZ0030800,2011,violent-crime,AZ,95,105
16,AZ0039700,2011,violent-crime,AZ,15,21
17,AZ0040000,2011,violent-crime,AZ,11,34
18,AZ0040100,2011,violent-crime,AZ,33,51
19,AZ0040500,2011,violent-crime,AZ,14,18
0,AZ0010000,2012,violent-crime,AZ,31,55
1,AZ0010100,2012,violent-crime,AZ,4,4
2,AZ0010500,2012,violent-crime,AZ,8,10
3,AZ0018900,2012,violent-crime,AZ,0,623
4,AZ0020000,2012,violent-crime,AZ,133,338
5,AZ0020100,2012,violent-crime,AZ,6,9
6,AZ0020300,2012,violent-crime,AZ,5,79
7,AZ0020500,2012,violent-crime,AZ,49,199
8,AZ0020700,2012,violent-crime,AZ,2,1
9,AZ0020900,2012,violent-crime,AZ,74,130
10,AZ0021300,2012,violent-crime,AZ,3,8
11,AZ0030000,2012,violent-crime,AZ,61,75
12,AZ0030100,2012,violent-crime,AZ,176,262
13,AZ0030300,2012,violent-crime,AZ,5,4
14,AZ0030700,2012,violent-crime,AZ,11,13
15,AZ0030800,2012,violent-crime,AZ,60,71
16,AZ0039700,2012,violent-crime,AZ,15,22
17,AZ0040000,2012,violent-crime,AZ,20,65
18,AZ0040500,2012,violent-crime,AZ,11,17
19,AZ0040600,2012,violent-crime,AZ,32,48
0,AZ0010000,2013,violent-crime,AZ,36,53
1,AZ0010100,2013,violent-crime,AZ,14,15
2,AZ0010300,2013,violent-crime,AZ,19,19
3,AZ0010500,2013,violent-crime,AZ,8,9
4,AZ0018900,2013,violent-crime,AZ,74,565
5,AZ0020000,2013,violent-crime,AZ,123,231
6,AZ0020100,2013,violent-crime,AZ,11,10
7,AZ0020300,2013,violent-crime,AZ,6,74
8,AZ0020700,2013,violent-crime,AZ,0,1
9,AZ0021300,2013,violent-crime,AZ,5,11
10,AZ0030000,2013,violent-crime,AZ,65,109
11,AZ0030100,2013,violent-crime,AZ,162,246
12,AZ0030300,2013,violent-crime,AZ,3,3
13,AZ0030700,2013,violent-crime,AZ,7,12
14,AZ0030800,2013,violent-crime,AZ,49,59
15,AZ0039700,2013,violent-crime,AZ,12,16
16,AZ0040000,2013,violent-crime,AZ,26,64
17,AZ0040100,2013,violent-crime,AZ,59,77
18,AZ0040500,2013,violent-crime,AZ,13,19
19,AZ0040600,2013,violent-crime,AZ,40,56
0,AZ0010000,2014,violent-crime,AZ,42,60
1,AZ0010100,2014,violent-crime,AZ,5,5
2,AZ0010300,2014,violent-crime,AZ,17,17
3,AZ0010500,2014,violent-crime,AZ,3,4
4,AZ0018900,2014,violent-crime,AZ,45,489
5,AZ0020000,2014,violent-crime,AZ,114,202
6,AZ0020300,2014,violent-crime,AZ,8,12
7,AZ0020700,2014,violent-crime,AZ,1,0
8,AZ0020900,2014,violent-crime,AZ,49,77
9,AZ0021300,2014,violent-crime,AZ,3,11
10,AZ0030000,2014,violent-crime,AZ,82,91
11,AZ0030100,2014,violent-crime,AZ,178,275
12,AZ0030300,2014,violent-crime,AZ,2,2
13,AZ0030700,2014,violent-crime,AZ,13,17
14,AZ0030800,2014,violent-crime,AZ,56,71
15,AZ0039700,2014,violent-crime,AZ,16,18
16,AZ0040000,2014,violent-crime,AZ,35,76
17,AZ0040100,2014,violent-crime,AZ,38,40
18,AZ0040500,2014,violent-crime,AZ,3,5
19,AZ0040600,2014,violent-crime,AZ,40,55
0,AZ0010000,2015,violent-crime,AZ,16,19
1,AZ0010100,2015,violent-crime,AZ,5,8
2,AZ0010300,2015,violent-crime,AZ,18,21
3,AZ0010500,2015,violent-crime,AZ,4,4
4,AZ0018900,2015,violent-crime,AZ,862,1546
5,AZ0020000,2015,violent-crime,AZ,113,253
6,AZ0020900,2015,violent-crime,AZ,73,107
7,AZ0021300,2015,violent-crime,AZ,23,83
8,AZ0030000,2015,violent-crime,AZ,112,138
9,AZ0030100,2015,violent-crime,AZ,184,260
10,AZ0030300,2015,violent-crime,AZ,3,3
11,AZ0030700,2015,violent-crime,AZ,16,20
12,AZ0030800,2015,violent-crime,AZ,38,50
13,AZ0039700,2015,violent-crime,AZ,14,28
14,AZ0040000,2015,violent-crime,AZ,51,184
15,AZ0040100,2015,violent-crime,AZ,31,75
16,AZ0040500,2015,violent-crime,AZ,7,19
17,AZ0040600,2015,violent-crime,AZ,34,39
18,AZ0048900,2015,violent-crime,AZ,111,404
19,AZ0050000,2015,violent-crime,AZ,4,15
0,AZ0010000,2016,violent-crime,AZ,27,35
1,AZ0010100,2016,violent-crime,AZ,2,6
2,AZ0010300,2016,violent-crime,AZ,16,18
3,AZ0010500,2016,violent-crime,AZ,2,3
4,AZ0018900,2016,violent-crime,AZ,1127,2069
5,AZ0020000,2016,violent-crime,AZ,92,212
6,AZ0020500,2016,violent-crime,AZ,18,30
7,AZ0020900,2016,violent-crime,AZ,59,85
8,AZ0021300,2016,violent-crime,AZ,15,65
9,AZ0030000,2016,violent-crime,AZ,75,99
10,AZ0030100,2016,violent-crime,AZ,205,265
11,AZ0030300,2016,violent-crime,AZ,3,3
12,AZ0030700,2016,violent-crime,AZ,17,30
13,AZ0030800,2016,violent-crime,AZ,72,86
14,AZ0039700,2016,violent-crime,AZ,4,26
15,AZ0040000,2016,violent-crime,AZ,62,202
16,AZ0040100,2016,violent-crime,AZ,41,139
17,AZ0040300,2016,violent-crime,AZ,0,1
18,AZ0040500,2016,violent-crime,AZ,10,14
19,AZ0040600,2016,violent-crime,AZ,36,55
0,AZ0010000,2017,violent-crime,AZ,30,35
1,AZ0010100,2017,violent-crime,AZ,8,12
2,AZ0010300,2017,violent-crime,AZ,6,11
3,AZ0010500,2017,violent-crime,AZ,6,9
4,AZ0018900,2017,violent-crime,AZ,1505,2524
5,AZ0020000,2017,violent-crime,AZ,91,189
6,AZ0020500,2017,violent-crime,AZ,21,41
7,AZ0020900,2017,violent-crime,AZ,117,191
8,AZ0021100,2017,violent-crime,AZ,4,5
9,AZ0021300,2017,violent-crime,AZ,12,45
10,AZ0030000,2017,violent-crime,AZ,101,105
11,AZ0030100,2017,violent-crime,AZ,212,307
12,AZ0030300,2017,violent-crime,AZ,0,0
13,AZ0030700,2017,violent-crime,AZ,13,30
14,AZ0030800,2017,violent-crime,AZ,50,64
15,AZ0039700,2017,violent-crime,AZ,11,24
16,AZ0040000,2017,violent-crime,AZ,91,346
17,AZ0040100,2017,violent-crime,AZ,19,126
18,AZ0040300,2017,violent-crime,AZ,1,6
19,AZ0040500,2017,violent-crime,AZ,20,31
0,AZ0010000,2018,violent-crime,AZ,20,28
1,AZ0010100,2018,violent-crime,AZ,8,9
2,AZ0010300,2018,violent-crime,AZ,19,21
3,AZ0010500,2018,violent-crime,AZ,2,2
4,AZ0018900,2018,violent-crime,AZ,1360,2436
5,AZ0020000,2018,violent-crime,AZ,41,50
6,AZ0020700,2018,violent-crime,AZ,0,0
7,AZ0020900,2018,violent-crime,AZ,65,104
8,AZ0021100,2018,violent-crime,AZ,3,3
9,AZ0021300,2018,violent-crime,AZ,8,9
10,AZ0030000,2018,violent-crime,AZ,102,110
11,AZ0030100,2018,violent-crime,AZ,251,342
12,AZ0030300,2018,violent-crime,AZ,0,5
13,AZ0030700,2018,violent-crime,AZ,9,13
14,AZ0030800,2018,violent-crime,AZ,76,79
15,AZ0039700,2018,violent-crime,AZ,9,10
16,AZ0040000,2018,violent-crime,AZ,41,168
17,AZ0040100,2018,violent-crime,AZ,19,157
18,AZ0040300,2018,violent-crime,AZ,3,5
19,AZ0040500,2018,violent-crime,AZ,11,18
0,AZ0010000,2019,violent-crime,AZ,10,11
1,AZ0010100,2019,violent-crime,AZ,11,14
2,AZ0010300,2019,violent-crime,AZ,8,12
3,AZ0010500,2019,violent-crime,AZ,0,0
4,AZ0018900,2019,violent-crime,AZ,1187,2171
5,AZ0020000,2019,violent-crime,AZ,26,47
6,AZ0020500,2019,violent-crime,AZ,9,10
7,AZ0020700,2019,violent-crime,AZ,0,10
8,AZ0020900,2019,violent-crime,AZ,88,116
9,AZ0021100,2019,violent-crime,AZ,10,11
10,AZ0021300,2019,violent-crime,AZ,6,6
11,AZ0030000,2019,violent-crime,AZ,122,127
12,AZ0030100,2019,violent-crime,AZ,270,367
13,AZ0030300,2019,violent-crime,AZ,0,1
14,AZ0030700,2019,violent-crime,AZ,20,26
15,AZ0030800,2019,violent-crime,AZ,109,126
16,AZ0039700,2019,violent-crime,AZ,10,13
17,AZ0040000,2019,violent-crime,AZ,45,176
18,AZ0040100,2019,violent-crime,AZ,47,134
19,AZ0040300,2019,violent-crime,AZ,2,8
0,AZ0010000,2010,property-crime,AZ,34,171
1,AZ0010100,2010,property-crime,AZ,64,125
2,AZ0010300,2010,property-crime,AZ,6,18
3,AZ0010500,2010,property-crime,AZ,20,61
4,AZ0018900,2010,property-crime,AZ,0,2397
5,AZ0020000,2010,property-crime,AZ,167,903
6,AZ0020300,2010,property-crime,AZ,66,190
7,AZ0020500,2010,property-crime,AZ,177,463
8,AZ0020700,2010,property-crime,AZ,4,21
9,AZ0020900,2010,property-crime,AZ,419,1396
10,AZ0021100,2010,property-crime,AZ,8,70
11,AZ0021300,2010,property-crime,AZ,47,216
12,AZ0030000,2010,property-crime,AZ,74,530
13,AZ0030100,2010,property-crime,AZ,1039,2955
14,AZ0030300,2010,property-crime,AZ,6,11
15,AZ0030700,2010,property-crime,AZ,28,137
16,AZ0030800,2010,property-crime,AZ,177,428
17,AZ0039700,2010,property-crime,AZ,31,297
18,AZ0040000,2010,property-crime,AZ,64,321
19,AZ0040100,2010,property-crime,AZ,105,285
0,AZ0010000,2011,property-crime,AZ,34,176
1,AZ0010100,2011,property-crime,AZ,100,148
2,AZ0010500,2011,property-crime,AZ,24,60
3,AZ0018900,2011,property-crime,AZ,0,2350
4,AZ0020000,2011,property-crime,AZ,129,797
5,AZ0020300,2011,property-crime,AZ,16,167
6,AZ0020500,2011,property-crime,AZ,140,580
7,AZ0020700,2011,property-crime,AZ,6,23
8,AZ0020900,2011,property-crime,AZ,505,1326
9,AZ0021100,2011,property-crime,AZ,12,101
10,AZ0021300,2011,property-crime,AZ,52,232
11,AZ0030000,2011,property-crime,AZ,79,531
12,AZ0030100,2011,property-crime,AZ,1077,3008
13,AZ0030300,2011,property-crime,AZ,5,9
14,AZ0030700,2011,property-crime,AZ,30,122
15,AZ0030800,2011,property-crime,AZ,251,498
16,AZ0039700,2011,property-crime,AZ,35,367
17,AZ0040000,2011,property-crime,AZ,48,347
18,AZ0040100,2011,property-crime,AZ,107,349
19,AZ0040500,2011,property-crime,AZ,14,80
0,AZ0010000,2012,property-crime,AZ,54,204
1,AZ0010100,2012,property-crime,AZ,62,136
2,AZ0010500,2012,property-crime,AZ,27,67
3,AZ0018900,2012,property-crime,AZ,0,2668
4,AZ0020000,2012,property-crime,AZ,150,847
5,AZ0020100,2012,property-crime,AZ,59,136
6,AZ0020300,2012,property-crime,AZ,16,171
7,AZ0020500,2012,property-crime,AZ,159,614
8,AZ0020700,2012,property-crime,AZ,2,14
9,AZ0020900,2012,property-crime,AZ,554,1541
10,AZ0021300,2012,property-crime,AZ,80,244
11,AZ0030000,2012,property-crime,AZ,157,501
12,AZ0030100,2012,property-crime,AZ,1098,2834
13,AZ0030300,2012,property-crime,AZ,5,12
14,AZ0030700,2012,property-crime,AZ,15,68
15,AZ0030800,2012,property-crime,AZ,264,494
16,AZ0039700,2012,property-crime,AZ,25,275
17,AZ0040000,2012,property-crime,AZ,61,383
18,AZ0040500,2012,property-crime,AZ,13,89
19,AZ0040600,2012,property-crime,AZ,99,421
0,AZ0010000,2013,property-crime,AZ,61,206
1,AZ0010100,2013,property-crime,AZ,62,106
2,AZ0010300,2013,property-crime,AZ,61,127
3,AZ0010500,2013,property-crime,AZ,18,60
4,AZ0018900,2013,property-crime,AZ,298,2875
5,AZ0020000,2013,property-crime,AZ,106,706
6,AZ0020100,2013,property-crime,AZ,48,115
7,AZ0020300,2013,property-crime,AZ,10,217
8,AZ0020700,2013,property-crime,AZ,5,13
9,AZ0021300,2013,property-crime,AZ,57,263
10,AZ0030000,2013,property-crime,AZ,107,421
11,AZ0030100,2013,property-crime,AZ,1069,2869
12,AZ0030300,2013,property-crime,AZ,7,12
13,AZ0030700,2013,property-crime,AZ,23,97
14,AZ0030800,2013,property-crime,AZ,288,467
15,AZ0039700,2013,property-crime,AZ,25,242
16,AZ0040000,2013,property-crime,AZ,107,407
17,AZ0040100,2013,property-crime,AZ,204,488
18,AZ0040500,2013,property-crime,AZ,9,82
19,AZ0040600,2013,property-crime,AZ,90,483
0,AZ0010000,2014,property-crime,AZ,45,205
1,AZ0010100,2014,property-crime,AZ,47,84
2,AZ0010300,2014,property-crime,AZ,28,88
3,AZ0010500,2014,property-crime,AZ,12,47
4,AZ0018900,2014,property-crime,AZ,257,2614
5,AZ0020000,2014,property-crime,AZ,101,568
6,AZ0020300,2014,property-crime,AZ,34,47
7,AZ0020700,2014,property-crime,AZ,1,6
